,name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,player_id,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,week,year
850,Pierre-Emerick Aubameyang,FWD,Arsenal,0.2,0,0,5,0,1.3,4,18,0,0,2.5,5.0,2021-08-22T15:30:00Z,29,6,0,0,0,0,2,0,93597,2,0,19.0,1,-106222,1147,107369,99,True,0,2,2022
851,JosÃ© Malheiro de SÃ¡,GK,Wolves,2.5,0,0,14,0,0.0,475,17,1,0,3.2,32.4,2021-08-22T13:00:00Z,90,17,0,0,0,0,2,5,28451,1,0,0.0,3,-583,1850,2433,50,True,0,2,2022
852,Fraser Forster,GK,Southampton,-0.5,0,0,0,0,0.0,333,19,0,0,0.0,0.0,2021-08-22T13:00:00Z,0,13,0,0,0,0,2,0,85946,1,1,0.0,0,-4116,2166,6282,45,True,0,2,2022
853,Matthew Cash,DEF,Aston Villa,4.0,0,0,22,1,1.8,44,11,0,0,1.9,11.4,2021-08-21T14:00:00Z,90,14,0,0,0,0,2,0,135222,0,2,6.0,6,-4546,9370,13916,50,True,0,2,2022
854,Allan Saint-Maximin,FWD,Newcastle,3.5,0,0,3,0,6.1,307,11,2,0,2.3,2.8,2021-08-21T14:00:00Z,90,2,0,0,0,0,2,0,438106,0,2,14.0,2,59916,97407,37491,65,False,0,2,2022
855,Jarrad Branthwaite,DEF,Everton,0.0,0,0,0,0,0.0,544,14,0,0,0.0,0.0,2021-08-21T14:00:00Z,0,10,0,0,0,0,2,0,6948,2,2,0.0,0,1960,2341,381,40,False,0,2,2022
856,Joel Ward,DEF,Crystal Palace,3.5,0,0,18,1,16.8,474,13,0,0,2.9,11.6,2021-08-21T14:00:00Z,90,3,0,0,0,0,2,0,19449,0,0,1.0,5,623,2362,1739,45,True,1,2,2022
857,Milot Rashica,MID,Norwich,0.5,0,0,3,0,2.3,449,16,5,0,1.8,11.8,2021-08-21T14:00:00Z,90,12,0,0,0,0,2,0,14914,0,5,4.0,2,-1309,1072,2381,55,False,0,2,2022
858,Vladimir Coufal,DEF,West Ham,3.0,1,0,28,0,18.4,418,20,1,0,5.0,32.0,2021-08-23T19:00:00Z,90,9,0,0,0,0,2,0,920647,1,4,0.0,5,-46368,26007,72375,50,True,0,2,2022
859,Fabian Delph,MID,Everton,0.5,0,0,5,0,0.0,163,14,0,0,0.7,7.2,2021-08-21T14:00:00Z,7,10,0,0,0,0,2,0,14476,2,2,0.0,1,-641,1105,1746,45,False,0,2,2022
860,Ben Johnson,DEF,West Ham,0.5,0,0,0,0,0.0,425,20,0,0,0.0,0.0,2021-08-23T19:00:00Z,0,9,0,0,0,0,2,0,183314,1,4,0.0,0,-2618,10375,12993,40,True,0,2,2022
861,Emile Smith Rowe,MID,Arsenal,2.0,0,0,15,0,6.4,21,18,2,0,4.7,9.8,2021-08-22T15:30:00Z,90,6,0,0,0,0,2,0,473317,2,0,31.0,2,-52598,25527,78125,55,True,0,2,2022
862,Toby Alderweireld,DEF,Spurs,0.0,0,0,0,0,0.0,355,17,0,0,0.0,0.0,2021-08-22T13:00:00Z,0,20,0,0,0,0,2,0,2612,1,0,0.0,0,-1148,0,1148,50,False,0,2,2022
863,Joelinton CÃ¡ssio ApolinÃ¡rio de Lira,FWD,Newcastle,0.5,0,0,3,0,0.7,310,11,0,0,2.5,5.0,2021-08-21T14:00:00Z,12,2,0,0,0,0,2,0,42159,0,2,19.0,1,-6531,3224,9755,60,False,0,2,2022
864,Karl Darlow,GK,Newcastle,0.0,0,0,0,0,0.0,294,11,0,0,0.0,0.0,2021-08-21T14:00:00Z,0,2,0,0,0,0,2,0,45105,0,2,0.0,0,-8393,193,8586,45,False,0,2,2022
865,Kiernan Dewsbury-Hall,MID,Leicester,0.0,0,0,0,0,0.0,505,20,0,0,0.0,0.0,2021-08-23T19:00:00Z,0,19,0,0,0,0,2,0,2878,1,4,0.0,0,-141,174,315,45,False,0,2,2022
866,Christian Benteke,FWD,Crystal Palace,1.5,0,0,0,1,14.0,149,13,0,0,2.8,5.8,2021-08-21T14:00:00Z,90,3,0,0,0,0,2,0,98830,0,0,8.0,1,-8889,7985,16874,65,True,1,2,2022
867,Riyad Mahrez,MID,Man City,5.5,0,0,20,0,11.5,254,16,0,1,7.6,37.4,2021-08-21T14:00:00Z,15,15,0,0,0,0,2,0,587717,0,5,27.0,6,-5314,71572,76886,90,True,0,2,2022
868,Bamidele Alli,MID,Spurs,6.5,0,1,27,1,3.5,363,17,0,1,8.5,56.6,2021-08-22T13:00:00Z,90,20,0,0,0,0,2,0,108881,1,0,25.0,9,5723,18886,13163,65,False,0,2,2022
869,Frank Onyeka,MID,Brentford,2.5,0,0,6,1,12.8,479,13,0,0,5.4,14.4,2021-08-21T14:00:00Z,69,7,0,0,0,0,2,0,7330,0,0,27.0,3,607,1633,1026,50,False,0,2,2022
870,Jay Rodriguez,FWD,Burnley,0.5,0,0,7,0,11.0,104,15,0,0,3.2,3.2,2021-08-21T11:30:00Z,15,11,0,0,0,0,2,0,74511,0,2,18.0,1,2494,12610,10116,55,False,0,2,2022
871,Ellery Balcombe,GK,Brentford,0.0,0,0,0,0,0.0,92,13,0,0,0.0,0.0,2021-08-21T14:00:00Z,0,7,0,0,0,0,2,0,1223,0,0,0.0,0,-114,0,114,40,False,0,2,2022
872,Marco Stiepermann,MID,Norwich,0.0,0,0,0,0,0.0,316,16,0,0,0.0,0.0,2021-08-21T14:00:00Z,0,12,0,0,0,0,2,0,61,0,5,0.0,0,-15,0,15,50,False,0,2,2022
873,Tino Livramento,DEF,Southampton,1.0,0,0,13,0,5.3,491,19,1,0,2.0,14.0,2021-08-22T13:00:00Z,90,13,0,0,0,0,2,0,152150,1,1,1.0,2,16753,25856,9103,40,True,0,2,2022
874,Joe Hart,GK,Spurs,0.0,0,0,0,0,0.0,352,17,0,0,0.0,0.0,2021-08-22T13:00:00Z,0,20,0,0,0,0,2,0,2539,1,0,0.0,0,-641,0,641,45,False,0,2,2022
875,Ashley Westwood,MID,Burnley,2.5,0,0,0,0,0.0,107,15,0,0,0.0,0.0,2021-08-21T11:30:00Z,0,11,0,0,0,0,2,0,51975,0,2,0.0,0,-1188,4475,5663,55,False,0,2,2022
876,Charlie Taylor,DEF,Burnley,0.0,0,0,9,0,1.8,113,15,2,0,2.9,27.2,2021-08-21T11:30:00Z,90,11,0,0,0,0,2,0,41980,0,2,0.0,1,-2862,1123,3985,45,False,0,2,2022
877,Mads Bidstrup,MID,Brentford,0.5,0,0,2,0,0.1,97,13,0,0,0.3,2.4,2021-08-21T14:00:00Z,3,7,0,0,0,0,2,0,7269,0,0,0.0,1,519,1490,971,45,False,0,2,2022
878,Mason Holgate,DEF,Everton,1.0,0,0,0,0,0.0,178,14,0,0,0.0,0.0,2021-08-21T14:00:00Z,0,10,0,0,0,0,2,0,66169,2,2,0.0,0,2032,8078,6046,45,False,0,2,2022
879,Jack Stephens,DEF,Southampton,0.5,0,0,12,0,1.5,338,19,1,0,2.7,25.4,2021-08-22T13:00:00Z,90,13,0,0,0,0,2,0,8252,1,1,0.0,1,-472,316,788,45,True,1,2,2022
880,Anthony Gordon,MID,Everton,0.5,0,0,0,0,0.0,503,14,0,0,0.0,0.0,2021-08-21T14:00:00Z,0,10,0,0,0,0,2,0,3233,2,2,0.0,0,75,431,356,45,False,0,2,2022
881,Chris Wood,FWD,Burnley,1.0,0,0,3,0,0.8,109,15,2,0,4.0,3.8,2021-08-21T11:30:00Z,74,11,0,0,0,0,2,0,184699,0,2,35.0,2,-43092,5667,48759,70,False,0,2,2022
882,NÃ©lson Cabral Semedo,DEF,Wolves,0.5,0,0,13,0,25.2,437,17,1,0,5.1,14.2,2021-08-22T13:00:00Z,90,17,0,0,0,0,2,0,107567,1,0,12.0,2,-17729,2199,19928,50,True,0,2,2022
883,Scott Banks,MID,Crystal Palace,0.5,0,0,0,0,0.0,543,13,0,0,0.0,0.0,2021-08-21T14:00:00Z,0,3,0,0,0,0,2,0,708,0,0,0.0,0,241,302,61,45,True,0,2,2022
884,Romain SaÃ¯ss,DEF,Wolves,1.5,0,0,18,0,11.5,431,17,1,0,3.4,14.4,2021-08-22T13:00:00Z,83,17,0,0,0,0,2,0,44275,1,0,8.0,2,-2496,1659,4155,50,True,0,2,2022
885,Ben Gibson,DEF,Norwich,-1.0,0,0,16,0,0.2,456,16,5,0,3.0,27.4,2021-08-21T14:00:00Z,90,12,0,0,0,0,2,0,7357,0,5,2.0,0,-389,432,821,45,False,0,2,2022
886,Oghenekaro Peter Etebo,MID,Watford,1.0,0,0,9,0,2.3,467,12,2,0,2.0,9.4,2021-08-21T16:30:00Z,90,4,0,0,0,0,2,0,16243,0,2,8.0,2,885,2966,2081,45,False,0,2,2022
887,Alphonse Areola,GK,West Ham,0.0,0,0,0,0,0.0,489,20,0,0,0.0,0.0,2021-08-23T19:00:00Z,0,9,0,0,0,0,2,0,86636,1,4,0.0,0,-12828,3182,16010,50,True,0,2,2022
888,Jordan Ayew,FWD,Crystal Palace,2.0,0,0,1,0,0.7,153,13,0,0,0.5,0.4,2021-08-21T14:00:00Z,22,3,0,0,0,0,2,0,66458,0,0,4.0,1,4634,14543,9909,60,True,0,2,2022
889,Fernando MarÃ§al,DEF,Wolves,1.0,0,0,19,0,22.3,432,17,1,0,4.4,19.0,2021-08-22T13:00:00Z,90,17,0,0,0,0,2,0,6849,1,0,3.0,2,-249,489,738,45,True,0,2,2022
890,Alex Nicolao Telles,DEF,Man Utd,0.0,0,0,0,0,0.0,279,19,0,0,0.0,0.0,2021-08-22T13:00:00Z,0,16,0,0,0,0,2,0,1321,1,1,0.0,0,-246,52,298,50,False,0,2,2022
891,Zack Steffen,GK,Man City,1.5,0,0,0,0,0.0,260,16,0,0,0.0,0.0,2021-08-21T14:00:00Z,0,15,0,0,0,0,2,0,17729,0,5,0.0,0,-1096,586,1682,45,True,0,2,2022
892,Lucas Rodrigues Moura da Silva,MID,Spurs,3.0,0,0,6,1,4.5,362,17,0,0,1.4,9.0,2021-08-22T13:00:00Z,66,20,0,0,0,0,2,0,105050,1,0,0.0,3,27239,39391,12152,65,False,0,2,2022
893,Steven Bergwijn,MID,Spurs,5.0,0,0,5,1,23.2,369,17,0,0,6.9,12.0,2021-08-22T13:00:00Z,90,20,0,0,0,0,2,0,53698,1,0,34.0,3,19646,26563,6917,60,False,0,2,2022
894,Roberto Firmino,FWD,Liverpool,5.0,0,0,3,0,10.7,228,15,0,0,2.5,5.2,2021-08-21T11:30:00Z,9,5,0,0,0,0,2,0,524202,0,2,9.0,1,18847,75487,56640,90,True,0,2,2022
895,Callum Hudson-Odoi,MID,Chelsea,0.0,0,0,0,0,0.0,140,18,0,0,0.0,0.0,2021-08-22T15:30:00Z,0,1,0,0,0,0,2,0,13780,2,0,0.0,0,-3151,1067,4218,55,False,0,2,2022
896,Morgan Sanson,MID,Aston Villa,0.4,0,0,0,0,0.0,34,11,0,0,0.0,0.0,2021-08-21T14:00:00Z,0,14,0,0,0,0,2,0,740,0,2,0.0,0,-244,38,282,50,True,0,2,2022
897,Harry Maguire,DEF,Man Utd,2.0,0,0,5,0,1.2,273,19,1,0,2.1,12.6,2021-08-22T13:00:00Z,90,16,0,0,0,0,2,0,925801,1,1,7.0,1,-38065,33832,71897,55,False,1,2,2022
898,RaphaÃ«l Varane,DEF,Man Utd,3.1,0,0,0,0,0.0,555,19,0,0,0.0,0.0,2021-08-22T13:00:00Z,0,16,0,0,0,0,2,0,67465,1,1,0.0,0,33592,37772,4180,55,False,0,2,2022
899,Max Kilman,DEF,Wolves,1.5,0,0,18,0,11.9,439,17,1,0,4.1,28.6,2021-08-22T13:00:00Z,90,17,0,0,0,0,2,0,14239,1,0,0.0,2,-184,1106,1290,45,True,0,2,2022
900,Teemu Pukki,FWD,Norwich,0.5,0,0,5,0,0.3,315,16,4,0,0.3,2.2,2021-08-21T14:00:00Z,76,12,0,0,0,0,2,0,463102,0,5,0.0,2,-35568,36535,72103,60,False,0,2,2022
901,Mohamed Naser El Sayed Elneny,MID,Arsenal,0.0,0,0,0,0,0.0,12,18,0,0,0.0,0.0,2021-08-22T15:30:00Z,0,6,0,0,0,0,2,0,48273,2,0,0.0,0,-4460,3521,7981,45,True,0,2,2022
902,William Smallbone,MID,Southampton,0.0,0,0,0,0,0.0,347,19,0,0,0.0,0.0,2021-08-22T13:00:00Z,0,13,0,0,0,0,2,0,926,1,1,0.0,0,-63,135,198,45,True,0,2,2022
903,Adedapo Awokoya-Mebude,FWD,Watford,0.0,0,0,0,0,0.0,469,12,0,0,0.0,0.0,2021-08-21T16:30:00Z,0,4,0,0,0,0,2,0,16511,0,2,0.0,0,-3471,0,3471,45,False,0,2,2022
904,Kelechi Iheanacho,FWD,Leicester,1.0,0,0,2,0,0.3,213,20,1,0,0.0,0.0,2021-08-23T19:00:00Z,9,19,0,0,0,0,2,0,738659,1,4,0.0,1,-230863,24066,254929,74,False,0,2,2022
905,Ashley Fletcher,FWD,Watford,-0.5,0,0,0,0,0.0,395,12,0,0,0.0,0.0,2021-08-21T16:30:00Z,0,4,0,0,0,0,2,0,17986,0,2,0.0,0,-2051,1704,3755,50,False,0,2,2022
906,Daniel James,MID,Man Utd,1.5,0,0,0,0,0.0,287,19,0,0,0.0,0.0,2021-08-22T13:00:00Z,0,16,0,0,0,0,2,0,13141,1,1,0.0,0,-361,1871,2232,60,False,0,2,2022
907,Lewis Richardson,FWD,Burnley,-1.0,0,0,0,0,0.0,533,15,0,0,0.0,0.0,2021-08-21T11:30:00Z,0,11,0,0,0,0,2,0,33615,0,2,0.0,0,15713,19622,3909,45,False,0,2,2022
908,Kieran Tierney,DEF,Arsenal,1.0,0,0,7,0,2.1,16,18,2,0,0.6,1.4,2021-08-22T15:30:00Z,65,6,0,0,0,0,2,0,530760,2,0,2.0,1,-55704,16792,72496,50,True,0,2,2022
909,Ben Foster,GK,Watford,-0.5,0,0,0,0,0.0,376,12,0,0,0.0,0.0,2021-08-21T16:30:00Z,0,4,0,0,0,0,2,0,2030261,0,2,0.0,0,26188,62576,36388,40,False,0,2,2022
910,Adam Webster,DEF,Brighton,4.0,0,0,22,1,12.0,61,12,0,0,3.9,27.0,2021-08-21T16:30:00Z,90,18,0,0,0,0,2,0,43513,0,2,0.0,5,696,4633,3937,45,True,1,2,2022
911,Alex McCarthy,GK,Southampton,1.5,0,0,12,0,0.0,334,19,1,0,1.7,17.0,2021-08-22T13:00:00Z,90,13,0,0,0,0,2,2,113162,1,1,0.0,2,-1579,4182,5761,45,True,0,2,2022
912,Matthew Pollock,DEF,Watford,-0.5,0,0,0,0,0.0,454,12,0,0,0.0,0.0,2021-08-21T16:30:00Z,0,4,0,0,0,0,2,0,63630,0,2,0.0,0,-1480,3797,5277,40,False,0,2,2022
913,Ki-Jana Hoever,DEF,Wolves,0.0,0,0,0,0,0.0,443,17,0,0,0.0,0.0,2021-08-22T13:00:00Z,0,17,0,0,0,0,2,0,169960,1,0,0.0,0,12019,23280,11261,40,True,0,2,2022
914,Aaron Wan-Bissaka,DEF,Man Utd,2.5,0,0,13,0,32.3,288,19,1,0,5.6,21.2,2021-08-22T13:00:00Z,90,16,0,0,0,0,2,0,707386,1,1,2.0,2,-47625,17513,65138,55,False,0,2,2022
915,JoÃ«l Veltman,DEF,Brighton,0.0,0,0,0,0,0.0,62,12,0,0,0.0,0.0,2021-08-21T16:30:00Z,0,18,0,0,0,0,2,0,220851,0,2,0.0,0,-52685,1619,54304,45,True,0,2,2022
916,Stuart Dallas,MID,Leeds,3.5,0,0,23,0,27.8,188,14,2,0,5.2,22.6,2021-08-21T14:00:00Z,90,8,0,0,0,0,2,0,1075755,2,2,2.0,2,-17385,54731,72116,55,True,0,2,2022
917,Carney Chukwuemeka,MID,Aston Villa,0.5,0,0,0,0,0.0,526,11,0,0,0.0,0.0,2021-08-21T14:00:00Z,0,14,0,0,0,0,2,0,2912,0,2,0.0,0,53,404,351,45,True,0,2,2022
918,Ben Godfrey,DEF,Everton,0.0,0,0,0,0,0.0,179,14,0,0,0.0,0.0,2021-08-21T14:00:00Z,0,10,0,0,0,0,2,0,67924,2,2,0.0,0,-10824,1602,12426,50,False,0,2,2022
919,Pierre Lees-Melou,MID,Norwich,0.5,0,0,6,0,1.7,471,16,5,0,1.9,17.4,2021-08-21T14:00:00Z,90,12,0,0,0,0,2,0,5131,0,5,0.0,2,-422,465,887,50,False,0,2,2022
920,Tyler Roberts,MID,Leeds,1.0,0,0,2,0,0.7,193,14,0,0,0.1,0.0,2021-08-21T14:00:00Z,30,8,0,0,0,0,2,0,5193,2,2,0.0,1,-348,460,808,50,True,0,2,2022
921,Andreas Pereira,MID,Man Utd,0.5,0,0,0,0,0.0,511,19,0,0,0.0,0.0,2021-08-22T13:00:00Z,0,16,0,0,0,0,2,0,2083,1,1,0.0,0,-335,142,477,50,False,0,2,2022
922,Jamie Shackleton,MID,Leeds,0.5,0,0,3,0,1.5,197,14,0,0,0.7,1.4,2021-08-21T14:00:00Z,30,8,0,0,0,0,2,0,4795,2,2,4.0,1,-335,295,630,45,True,0,2,2022
923,Ross Barkley,MID,Chelsea,0.0,0,0,0,0,0.0,124,18,0,0,0.0,0.0,2021-08-22T15:30:00Z,0,1,0,0,0,0,2,0,10260,2,0,0.0,0,-1774,548,2322,55,False,0,2,2022
924,Ivan Toney,FWD,Brentford,1.5,0,0,5,1,1.4,78,13,0,0,7.2,4.2,2021-08-21T14:00:00Z,90,7,0,0,0,0,2,0,2181813,0,0,66.0,2,1996,132302,130306,65,False,0,2,2022
925,Lewis Dunk,DEF,Brighton,4.5,0,0,25,1,0.3,59,12,0,0,1.2,9.6,2021-08-21T16:30:00Z,90,18,0,0,0,0,2,0,435444,0,2,2.0,6,-23181,11914,35095,50,True,0,2,2022
926,Jason Steele,GK,Brighton,0.5,0,0,0,0,0.0,54,12,0,0,0.0,0.0,2021-08-21T16:30:00Z,0,18,0,0,0,0,2,0,194441,0,2,0.0,0,3931,7638,3707,40,True,0,2,2022
927,Cole Palmer,MID,Man City,2.0,0,0,3,0,2.2,507,16,0,0,1.0,1.6,2021-08-21T14:00:00Z,21,15,0,0,0,0,2,0,3475,0,5,6.0,1,-58,425,483,45,True,0,2,2022
928,James Maddison,MID,Leicester,2.5,0,0,8,0,12.0,212,20,3,0,3.1,9.2,2021-08-23T19:00:00Z,80,19,0,0,0,0,2,0,618565,1,4,10.0,2,-240085,11507,251592,69,False,0,2,2022
929,Solomon March,MID,Brighton,2.5,0,0,5,1,11.8,60,12,0,0,2.9,9.4,2021-08-21T16:30:00Z,90,18,0,0,0,0,2,0,7648,0,2,8.0,2,-438,704,1142,55,True,1,2,2022
930,Jesurun Rak-Sakyi,MID,Crystal Palace,1.0,0,0,0,0,0.0,541,13,0,0,0.0,0.0,2021-08-21T14:00:00Z,0,3,0,0,0,0,2,0,684,0,0,0.0,0,247,326,79,45,True,0,2,2022
931,Kyle Walker,DEF,Man City,4.5,0,0,24,1,9.3,249,16,0,0,3.0,11.0,2021-08-21T14:00:00Z,90,15,0,0,0,0,2,0,410733,0,5,10.0,6,-28229,20122,48351,55,True,0,2,2022
932,Isaac Hayden,MID,Newcastle,0.5,0,0,1,0,0.5,306,11,1,0,0.7,6.6,2021-08-21T14:00:00Z,45,2,0,0,0,0,2,0,14759,0,2,0.0,0,1531,3200,1669,45,False,1,2,2022
933,Giovani Lo Celso,MID,Spurs,1.5,0,0,2,0,14.4,372,17,0,0,2.4,9.4,2021-08-22T13:00:00Z,23,20,0,0,0,0,2,0,12147,1,0,0.0,1,-1682,877,2559,60,False,0,2,2022
934,Vicente Guaita,GK,Crystal Palace,6.0,0,2,29,1,0.0,146,13,0,0,2.2,21.6,2021-08-21T14:00:00Z,90,3,0,0,0,0,2,3,382200,0,0,0.0,9,-942,17920,18862,45,True,0,2,2022
935,Marc Navarro,DEF,Watford,-0.5,0,0,0,0,0.0,398,12,0,0,0.0,0.0,2021-08-21T16:30:00Z,0,4,0,0,0,0,2,0,54882,0,2,0.0,0,-3328,1831,5159,40,False,0,2,2022
936,Mathias Jensen,MID,Brentford,0.0,0,0,0,0,0.0,86,13,0,0,0.0,0.0,2021-08-21T14:00:00Z,0,7,0,0,0,0,2,0,1973,0,0,0.0,0,-902,53,955,50,False,0,2,2022
937,Moussa Djenepo,MID,Southampton,1.0,0,0,0,0,11.3,350,19,1,0,3.7,5.2,2021-08-22T13:00:00Z,69,13,0,0,0,0,2,0,4957,1,1,20.0,1,-509,340,849,55,True,1,2,2022
938,Japhet Tanganga,DEF,Spurs,6.0,0,0,17,1,0.8,371,17,0,0,2.2,19.4,2021-08-22T13:00:00Z,90,20,0,0,0,0,2,0,103579,1,0,2.0,5,54382,62241,7859,45,False,1,2,2022
939,Olivier Giroud,FWD,Chelsea,0.0,0,0,0,0,0.0,120,18,0,0,0.0,0.0,2021-08-22T15:30:00Z,0,1,0,0,0,0,2,0,1801,2,0,0.0,0,-532,0,532,65,False,0,2,2022
940,Tariq Lamptey,DEF,Brighton,0.0,0,0,0,0,0.0,71,12,0,0,0.0,0.0,2021-08-21T16:30:00Z,0,18,0,0,0,0,2,0,34905,0,2,0.0,0,-7181,659,7840,45,True,0,2,2022
941,Ken Sema,MID,Watford,1.0,0,0,3,0,12.4,391,12,2,0,3.4,1.8,2021-08-21T16:30:00Z,77,4,0,0,0,0,2,0,4302,0,2,20.0,2,-510,237,747,55,False,0,2,2022
942,Edinson Cavani,FWD,Man Utd,0.5,0,0,0,0,0.0,269,19,0,0,0.0,0.0,2021-08-22T13:00:00Z,0,16,0,0,0,0,2,0,348818,1,1,0.0,0,-210801,8859,219660,85,False,0,2,2022
943,HÃ©ctor Junior Firpo Adames,DEF,Leeds,-0.5,0,0,7,0,2.5,463,14,2,0,1.2,7.6,2021-08-21T14:00:00Z,59,8,0,0,0,0,2,0,60316,2,2,2.0,0,-7223,2019,9242,50,True,0,2,2022
944,Pierre-Emile HÃ¸jbjerg,MID,Spurs,3.0,0,0,16,1,3.1,365,17,0,0,3.7,14.2,2021-08-22T13:00:00Z,90,20,0,0,0,0,2,0,214795,1,0,20.0,2,-6971,16099,23070,50,False,1,2,2022
945,ImrÃ¢n Louza,MID,Watford,0.0,0,0,5,0,11.3,403,12,2,0,2.1,7.8,2021-08-21T16:30:00Z,45,4,0,0,0,0,2,0,2832,0,2,2.0,1,-579,42,621,55,False,0,2,2022
946,Trent Alexander-Arnold,DEF,Liverpool,10.0,1,3,50,1,100.9,237,15,0,0,18.2,54.0,2021-08-21T11:30:00Z,90,5,0,0,0,0,2,0,2418233,0,2,27.0,12,-14721,68535,83256,75,True,0,2,2022
947,Ricardo Domingos Barbosa Pereira,DEF,Leicester,5.5,0,0,7,0,2.3,207,20,4,0,2.0,13.8,2021-08-23T19:00:00Z,90,19,0,0,0,0,2,0,412582,1,4,4.0,-1,119239,139339,20100,55,False,1,2,2022
948,Michael Obafemi,FWD,Southampton,-0.5,0,0,0,0,0.0,348,19,0,0,0.0,0.0,2021-08-22T13:00:00Z,0,13,0,0,0,0,2,0,975678,1,1,0.0,0,44881,105432,60551,45,True,0,2,2022
949,James Tarkowski,DEF,Burnley,2.5,0,0,7,0,0.3,98,15,2,0,3.2,19.2,2021-08-21T11:30:00Z,90,11,0,0,0,0,2,0,118063,0,2,12.0,1,2755,13406,10651,50,False,0,2,2022
950,Cheikhou KouyatÃ©,DEF,Crystal Palace,4.5,0,1,27,1,0.8,150,13,0,0,1.4,13.4,2021-08-21T14:00:00Z,90,3,0,0,0,0,2,0,37299,0,0,0.0,7,521,4017,3496,45,True,0,2,2022
951,Naby Keita,MID,Liverpool,4.0,0,0,12,1,3.9,239,15,0,0,1.0,5.2,2021-08-21T11:30:00Z,80,5,0,0,0,0,2,0,18078,0,2,1.0,3,1744,4253,2509,50,True,0,2,2022
952,Kristoffer Ajer,DEF,Brentford,5.5,0,0,21,1,0.6,483,13,0,0,2.7,8.4,2021-08-21T14:00:00Z,90,7,0,0,0,0,2,0,62183,0,0,18.0,6,10046,13680,3634,45,False,0,2,2022
953,Michael McGovern,GK,Norwich,-1.5,0,0,0,0,0.0,313,16,0,0,0.0,0.0,2021-08-21T14:00:00Z,0,12,0,0,0,0,2,0,50886,0,5,0.0,0,68,1715,1647,40,False,0,2,2022
954,Jack Grealish,MID,Man City,6.0,0,0,29,1,18.6,33,16,0,1,11.0,38.6,2021-08-21T14:00:00Z,74,15,0,0,0,0,2,0,1610907,0,5,53.0,8,-128727,107227,235954,80,True,0,2,2022
955,Matthew Lowton,DEF,Burnley,0.0,0,0,14,0,12.8,110,15,2,0,2.3,10.6,2021-08-21T11:30:00Z,90,11,0,0,0,0,2,0,168739,0,2,0.0,1,-16286,2408,18694,45,False,0,2,2022
956,Erik Lamela,MID,Spurs,0.0,0,0,0,0,0.0,356,17,0,0,0.0,0.0,2021-08-22T13:00:00Z,0,20,0,0,0,0,2,0,500,1,0,0.0,0,-199,0,199,60,False,0,2,2022
957,RÃºben Santos Gato Alves Dias,DEF,Man City,8.0,1,2,38,1,28.7,262,16,0,0,6.6,37.4,2021-08-21T14:00:00Z,90,15,0,0,0,0,2,0,1844026,0,5,0.0,11,-45563,64929,110492,60,True,0,2,2022
958,Xherdan Shaqiri,MID,Liverpool,1.0,0,0,0,0,0.0,226,15,0,0,0.0,0.0,2021-08-21T11:30:00Z,0,5,0,0,0,0,2,0,8545,0,2,0.0,0,-1577,420,1997,60,True,0,2,2022
959,Ashley Barnes,FWD,Burnley,0.5,0,0,5,0,33.6,105,15,2,0,7.3,18.0,2021-08-21T11:30:00Z,90,11,0,0,0,0,2,0,137355,0,2,21.0,2,-9562,13670,23232,55,False,0,2,2022
960,Daniel Bachmann,GK,Watford,0.5,0,0,9,0,0.0,389,12,2,0,1.1,11.0,2021-08-21T16:30:00Z,90,4,0,0,0,0,2,1,159947,0,2,0.0,1,694,7089,6395,45,False,0,2,2022
961,Romelu Lukaku,FWD,Chelsea,4.0,0,2,33,1,33.4,529,18,0,1,20.7,45.2,2021-08-22T15:30:00Z,90,1,0,0,0,0,2,0,1046468,2,0,128.0,8,326712,392885,66173,115,False,0,2,2022
962,Conor Hourihane,MID,Aston Villa,0.5,0,0,0,0,0.0,29,11,0,0,0.0,0.0,2021-08-21T14:00:00Z,0,14,0,0,0,0,2,0,3302,0,2,0.0,0,-430,192,622,50,True,0,2,2022
963,William Troost-Ekong,DEF,Watford,0.5,0,0,19,0,1.0,387,12,2,0,3.3,28.2,2021-08-21T16:30:00Z,90,4,0,0,0,0,2,0,9032,0,2,4.0,1,-257,713,970,45,False,0,2,2022
964,Nathan Tella,MID,Southampton,0.0,0,0,0,0,0.0,346,19,0,0,0.0,0.0,2021-08-22T13:00:00Z,0,13,0,0,0,0,2,0,8610,1,1,0.0,0,-1044,166,1210,50,True,0,2,2022
965,Shane Long,FWD,Southampton,-0.5,0,0,0,0,0.0,519,19,0,0,0.0,0.0,2021-08-22T13:00:00Z,0,13,0,0,0,0,2,0,18216,1,1,0.0,0,-601,2964,3565,55,True,0,2,2022
966,Bernardo Mota Veiga de Carvalho e Silva,MID,Man City,3.0,0,0,9,1,10.4,261,16,0,0,3.4,5.6,2021-08-21T14:00:00Z,90,15,0,0,0,0,2,0,87321,0,5,18.0,3,-11546,5839,17385,70,True,0,2,2022
967,Adam Idah,FWD,Norwich,-1.0,0,0,0,0,0.0,329,16,0,0,0.0,0.0,2021-08-21T14:00:00Z,0,12,0,0,0,0,2,0,36741,0,5,0.0,0,-623,5296,5919,50,False,0,2,2022
